ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Duration of Case (days),Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
2359,131,6/20/2022 14:20,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40212-2927,Female,78
2360,899,6/7/2022 16:24,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40299,Female,86
2367,336,6/7/2022 21:16,Clothing & Household Goods,,Organization 158,,Shelby County,KY,40065,Female,49
2375,533,6/22/2022 15:12,Food Assistance,Emergency Food,Organization 158,7.43,Whitley County,KY,40771,Female,34
2382,50,6/16/2022 20:39,Benefits Navigation,Health Insurance/Benefits,Organization 158,,Jefferson County,KY,40228,Male,29
2387,290,6/10/2022 15:49,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40118,Female,47
2391,260,6/14/2022 17:41,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40218,Male,56
2395,260,6/14/2022 16:30,Individual & Family Support,Caregiving Services,Organization 158,,Jefferson County,KY,40218,Male,56
2396,65,6/15/2022 22:15,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40220,Male,3
2399,832,6/10/2022 14:07,Benefits Navigation,Benefits Eligibility Screening,Organization 158,9.91,Jefferson County,KY,40243,Male,47
2400,89,6/29/2022 16:55,Transportation,Transportation Passes/Vouchers,Organization 158,,Jefferson County,KY,40291,Male,45
2408,169,6/13/2022 13:54,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Jefferson County,KY,40218,Female,49
2409,263,6/14/2022 21:12,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40211,Male,52
2416,1072,6/2/2022 15:53,Individual & Family Support,Caregiving Services,Organization 158,0.08,Spencer County,KY,40071,Female,65
2420,316,6/6/2022 16:23,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40223,Female,26
2421,1097,6/1/2022 16:49,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,10
2422,195,6/14/2022 19:38,Transportation,Ride Coordination,Organization 158,,Bullitt County,KY,40150,Female,75
2423,286,6/10/2022 14:27,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,96
2431,378,6/23/2022 14:01,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,32
2434,622,6/7/2022 16:36,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40219-2252,Female,72
2441,744,5/26/2022 15:33,Transportation,Ride Coordination,Organization 158,,Jefferson County,KY,40206,Female,77
2443,195,6/27/2022 18:18,Transportation,Ride Coordination,Organization 158,,Bullitt County,KY,40150,Female,75
2449,239,6/24/2022 17:03,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Oldham County,KY,40014,Female,54
2452,166,6/18/2022 14:56,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40212,Male,4
2454,252,6/22/2022 14:56,Food Assistance,Emergency Food,Organization 158,0.07,Jefferson County,KY,40214,Female,57
2461,61,6/20/2022 15:37,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40223,Female,74
2464,871,6/1/2022 19:06,Wellness,Nutrition Education,Organization 158,,Jefferson County,KY,40203,Female,63
2466,1023,4/22/2022 17:51,Benefits Navigation,ID/Documentation Assistance,Organization 158,,Nelson County,KY,40004,Male,33
2467,494,6/23/2022 14:53,Benefits Navigation,Health Insurance/Benefits,Organization 158,,Jefferson County,KY,40243,Female,19
2474,630,6/15/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,45
2476,2,6/30/2022 18:38,Transportation,Ride Coordination,Organization 158,,Bullitt County,KY,40165,Female,78
2490,833,5/27/2022 15:35,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40210,Female,65
2493,372,6/20/2022 14:38,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Jefferson County,KY,40202,Male,1
2497,255,6/14/2022 15:26,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40212,Female,50
2499,1,6/30/2022 17:08,Food Assistance,Prepared Meals,Organization 158,,,KY,40165,Male,70
2508,107,6/30/2022 14:02,Legal,Immigration Law,Organization 158,,Jefferson County,KY,40214,Male,9
2510,237,6/10/2022 16:32,Individual & Family Support,Caregiving Services,Organization 158,,Jefferson County,KY,40258,Female,55
2511,5,6/20/2022 20:51,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,Jefferson County,KY,40220,Female,65
2514,1072,6/2/2022 15:53,Benefits Navigation,Benefits Eligibility Screening,Organization 158,0.08,Spencer County,KY,40071,Female,65
2521,290,6/10/2022 15:46,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40118,Female,47
2523,920,5/26/2022 14:06,Individual & Family Support,Caregiving Services,Organization 158,6.01,Jefferson County,KY,40213,Female,50
2525,914,4/21/2022 14:32,Housing & Shelter,Permanent Housing,Organization 158,,Bullitt County,KY,40165,Female,61
2526,827,6/10/2022 17:22,Individual & Family Support,Caregiving Services,Organization 158,6.82,Jefferson County,KY,40212,Male,61
2532,172,6/14/2022 19:00,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40210,Male,65
2533,67,6/15/2022 19:02,Individual & Family Support,Parenting Education,Organization 158,,Jefferson County,KY,40219,Female,33
2537,899,6/7/2022 16:24,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40299,Female,86
2538,741,6/11/2022 18:11,Individual & Family Support,Social Service Case Management,Organization 158,6.84,Bullitt County,KY,40110-0100,Female,69
2540,315,5/26/2022 19:28,Benefits Navigation,Health Insurance/Benefits,Organization 158,,Jefferson County,KY,40223,Male,0
2541,740,6/14/2022 15:47,Individual & Family Support,Caregiving Services,Organization 158,7.85,Bullitt County,KY,40047,Female,72
2542,87,6/27/2022 18:18,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40220,Male,29
2543,49,6/30/2022 13:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40207,Male,63
2544,161,6/23/2022 18:36,Housing & Shelter,Emergency Housing,Organization 158,,Jefferson County,KY,40211,Female,57
2545,630,6/15/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,45
2548,536,6/17/2022 15:03,Benefits Navigation,Health Insurance/Benefits,Organization 158,,Jefferson County,KY,40202,Female,74
2554,1,6/30/2022 16:48,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,,KY,40165,Male,70
2555,162,6/9/2022 17:33,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Jefferson County,KY,40203,Male,0
2557,833,6/7/2022 16:39,Housing & Shelter,Emergency Housing,Organization 158,,Jefferson County,KY,40210,Female,65
2564,917,6/8/2022 12:20,Food Assistance,Prepared Meals,Organization 158,1.22,Jefferson County,KY,40272-2587,Female,83
2579,415,6/17/2022 13:53,Transportation,Transportation Passes/Vouchers,Organization 158,,Jefferson County,KY,40213,Male,56
2590,162,6/29/2022 16:30,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Jefferson County,KY,40203,Male,0
2594,239,6/27/2022 13:35,Individual & Family Support,Environmental Modifications/Accessibility,Organization 158,,Oldham County,KY,40014,Female,54
2596,19,6/30/2022 17:13,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40203,Female,48
2597,542,5/5/2022 16:39,Clothing & Household Goods,,Organization 158,,Spencer County,KY,40071,Female,2
2600,68,5/6/2022 21:00,Food Assistance,Emergency Food,Organization 158,,Bullitt County,KY,40165,Male,33
2603,660,6/14/2022 12:23,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,55
2604,160,6/27/2022 16:35,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40201,Female,51
2607,339,6/13/2022 16:18,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Marion County,KY,40033,Female,7
2610,2,6/30/2022 18:38,Transportation,Ride Coordination,Organization 158,,Bullitt County,KY,40165,Female,78
2619,52,6/13/2022 14:57,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,38
2621,480,6/23/2022 16:42,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40210,Female,34
2626,79,6/21/2022 17:21,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,Jefferson County,KY,40210,Female,42
2631,851,6/9/2022 18:49,Transportation,Transportation Passes/Vouchers,Organization 158,10.8,Jefferson County,KY,40242,Female,64
2635,666,5/3/2022 13:17,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Female,57
2636,917,6/8/2022 12:20,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40272-2587,Female,83
2640,660,6/14/2022 12:23,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,55
2645,916,5/31/2022 20:43,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,63
2646,313,6/8/2022 14:33,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40203,Female,67
2653,637,6/7/2022 20:59,Food Assistance,Emergency Food,Organization 158,,Hardin County,KY,40175,Male,58
2655,372,4/21/2022 17:17,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40202,Male,1
2656,1024,5/24/2022 18:50,Employment,Job Search/Placement,Organization 158,,Jefferson County,KY,40272,Male,58
2657,288,5/11/2022 18:43,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40215,Male,61
2661,740,6/14/2022 15:47,Benefits Navigation,Benefits Eligibility Screening,Organization 158,7.85,Bullitt County,KY,40047,Female,72
2667,495,6/13/2022 19:54,Mental/Behavioral Health,Individual Counseling,Organization 158,,Bullitt County,KY,40165,Female,68
2672,295,6/16/2022 19:56,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40223,Female,44
2676,536,6/17/2022 15:03,Money Management,Financial Counseling,Organization 158,,Jefferson County,KY,40202,Female,74
2678,289,6/15/2022 15:22,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40210,Male,62
2681,55,6/16/2022 15:33,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40242,Female,77
2682,312,6/9/2022 18:06,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40203,Male,39
2684,899,6/7/2022 16:24,Food Assistance,Prepared Meals,Organization 158,0,Jefferson County,KY,40299,Female,86
2689,313,6/8/2022 14:33,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40203,Female,67
2692,631,6/15/2022 13:28,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40272,Male,74
2694,622,6/7/2022 16:36,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40219-2252,Female,72
2697,163,6/21/2022 18:12,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40210,Female,66
2700,51,6/28/2022 17:59,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40218,Male,55
2703,837,6/6/2022 11:32,Mental/Behavioral Health,Individual Counseling,Organization 158,13.09,Jefferson County,KY,40204,Female,50
2704,255,6/14/2022 15:26,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40212,Female,50
2706,19,6/30/2022 17:13,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40203,Female,48
2707,629,6/17/2022 13:49,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40218,Female,78
2708,599,11/24/2021 13:25,Mental/Behavioral Health,Crisis Intervention,Organization 158,,Jefferson County,KY,40216,Female,36
2710,492,6/16/2022 13:24,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40291,Female,61
2711,56,5/6/2022 14:34,Legal,Immigration Law,Organization 158,,Jefferson County,KY,40214,Male,0
2715,158,6/29/2022 13:36,Housing & Shelter,Transitional Housing,Organization 158,,Jefferson County,KY,40211,Male,28
2724,166,6/18/2022 14:56,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,0.22,Jefferson County,KY,40212,Male,4
2725,549,3/29/2022 14:41,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40210,Male,0
2726,342,6/24/2022 22:26,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40218,Female,52
2728,629,6/17/2022 13:49,Individual & Family Support,Caregiving Services,Organization 158,11.17,Jefferson County,KY,40218,Female,78
2732,630,6/15/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,45
2737,446,6/23/2022 14:48,Clothing & Household Goods,,Organization 158,,,KY,40291,Female,0
2745,52,6/13/2022 14:57,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40219,Male,38
2747,263,6/14/2022 21:05,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40211,Male,52
2755,838,6/2/2022 14:41,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40258,Male,64
2757,183,6/24/2022 14:28,Transportation,Transportation Passes/Vouchers,Organization 158,,Jefferson County,KY,40213,Female,77
2759,650,6/15/2022 15:14,Individual & Family Support,Adult Day Programs,Organization 158,11.97,Jefferson County,KY,40219-4832,Female,76
2766,860,6/9/2022 16:57,Individual & Family Support,Respite Care,Organization 158,3.87,Bullitt County,KY,40047,Female,44
2771,241,6/24/2022 16:57,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40272,Female,18
2772,316,6/6/2022 16:23,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Jefferson County,KY,40223,Female,26
2773,3,6/10/2022 13:18,Individual & Family Support,Respite Care,Organization 158,,Jefferson County,KY,40299,Female,71
2776,722,6/10/2022 16:41,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40291,Male,89
2781,150,6/23/2022 14:42,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40291,Female,67
2789,284,6/13/2022 14:32,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40218,Female,32
2794,48,6/20/2022 19:41,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40206,Male,37
2801,5,6/20/2022 20:51,Employment,Job Search/Placement,Organization 158,,Jefferson County,KY,40220,Female,65
2804,339,6/13/2022 16:18,Clothing & Household Goods,,Organization 158,,Marion County,KY,40033,Female,7
2806,241,6/24/2022 16:57,Individual & Family Support,Environmental Modifications/Accessibility,Organization 158,0.02,Jefferson County,KY,40272,Female,18
2808,107,6/30/2022 14:02,Benefits Navigation,Immigration Services,Organization 158,,Jefferson County,KY,40214,Male,9
2822,161,6/27/2022 13:32,Money Management,Financial Counseling,Organization 158,,Jefferson County,KY,40211,Female,57
2823,622,5/25/2022 17:25,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,Jefferson County,KY,40219-2252,Female,72
2827,39,6/30/2022 17:55,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40223,Female,59
2832,76,6/15/2022 15:12,Food Assistance,Prepared Meals,Organization 158,0,Breckinridge County,KY,40143,Female,48
2836,49,6/30/2022 13:41,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40207,Male,63
2839,378,6/23/2022 14:01,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,32
2842,492,6/16/2022 13:24,Food Assistance,Emergency Food,Organization 158,5.05,Jefferson County,KY,40291,Female,61
2844,661,6/14/2022 23:46,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,,,KY,42701,Female,0
2846,434,6/23/2022 20:47,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,Spencer County,KY,40071-9602,Female,59
2852,89,6/29/2022 16:55,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40291,Male,45
2854,79,6/21/2022 17:21,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,Jefferson County,KY,40210,Female,42
2856,349,5/23/2022 14:54,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40213,Female,61
2858,6,6/28/2022 13:17,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40210,Female,57
2863,307,6/16/2022 13:30,Mental/Behavioral Health,Psychiatric Services,Organization 158,8.26,Jefferson County,KY,40202,Female,68
2864,870,6/1/2022 19:43,Transportation,Ride Coordination,Organization 158,,Jefferson County,KY,40220,Female,66
2866,54,6/23/2022 14:55,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40218-5250,Female,26
2872,52,6/13/2022 14:57,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,38
2879,295,6/16/2022 19:56,Transportation,Transportation Passes/Vouchers,Organization 158,4.12,Jefferson County,KY,40223,Female,44
2881,661,6/14/2022 23:46,Housing & Shelter,Housing Mediation & Eviction Prevention,Organization 158,,,KY,42701,Female,0
2887,166,6/18/2022 14:56,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40212,Male,4
2896,559,6/20/2022 15:06,Substance Use,Substance Use Treatment,Organization 158,,Jefferson County,KY,40299,Male,72
2900,45,6/29/2022 13:47,Individual & Family Support,Caregiving Services,Organization 158,,Jefferson County,KY,40223,Female,70
2901,446,6/23/2022 14:48,Clothing & Household Goods,,Organization 158,,,KY,40291,Female,0
2915,55,6/16/2022 15:33,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40242,Female,77
2916,161,6/27/2022 13:32,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40211,Female,57
2918,313,6/8/2022 14:33,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40203,Female,67
2921,669,6/7/2022 19:35,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40229,Female,43
2933,559,5/5/2022 15:24,Substance Use,Substance Use Treatment,Organization 158,,Jefferson County,KY,40299,Male,72
2934,944,5/19/2022 12:24,Housing & Shelter,Emergency Housing,Organization 158,,Jefferson County,KY,40210,Male,55
2936,287,5/21/2022 0:53,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Jefferson County,KY,40210,Female,11
2941,627,6/15/2022 15:04,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40215,Female,31
2942,917,6/8/2022 12:20,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40272-2587,Female,83
2945,315,5/26/2022 19:28,Benefits Navigation,Benefits Eligibility Screening,Organization 158,,Jefferson County,KY,40223,Male,0
2954,838,6/2/2022 14:41,Food Assistance,Emergency Food,Organization 158,0.01,Jefferson County,KY,40258,Male,64
2957,162,6/28/2022 12:12,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40203,Male,0
2959,286,6/15/2022 14:37,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,96
2963,838,6/2/2022 14:41,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40258,Male,64
2964,296,6/6/2022 15:41,Food Assistance,Prepared Meals,Organization 158,0,Jefferson County,KY,40203,Male,51
2967,434,6/23/2022 20:47,Housing & Shelter,Permanent Housing,Organization 158,,Spencer County,KY,40071-9602,Female,59
2977,336,6/7/2022 21:16,Food Assistance,Emergency Food,Organization 158,,Shelby County,KY,40065,Female,49
2978,874,6/2/2022 14:08,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40202,Female,28
2990,627,6/15/2022 15:04,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40215,Female,31
2992,50,6/16/2022 20:29,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40228,Male,29
2994,59,6/20/2022 14:33,Food Assistance,Prepared Meals,Organization 158,1.1,Jefferson County,KY,40218,Male,62
2995,87,6/27/2022 18:18,Income Support,Emergency/One-time Financial Assistance,Organization 158,,Jefferson County,KY,40220,Male,29
3011,169,6/13/2022 13:54,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Jefferson County,KY,40218,Female,49
3015,541,5/5/2022 17:03,Clothing & Household Goods,,Organization 158,,Spencer County,KY,40071,Male,1
3021,828,6/3/2022 14:35,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,6.04,Jefferson County,KY,40229,Female,46
3030,1034,5/20/2022 14:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40218,Female,80
3032,237,6/10/2022 16:32,Food Assistance,Emergency Food,Organization 158,11.05,Jefferson County,KY,40258,Female,55
3043,84,5/18/2022 14:17,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,27
3044,332,6/21/2022 14:32,Utilities,Utility Bill Payment Assistance,Organization 158,0,Grayson County,KY,42721,Female,53
3048,503,6/23/2022 12:48,Individual & Family Support,Social Service Case Management,Organization 158,,,KY,40220,Female,22
3054,349,4/27/2022 20:18,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40213,Female,61
3057,630,6/15/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,45
3061,150,6/23/2022 14:42,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40291,Female,67
3064,166,6/18/2022 14:56,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40212,Male,4
3070,53,6/10/2022 13:45,Transportation,Ride Coordination,Organization 158,,Jefferson County,KY,40211,Female,51
3072,1097,6/1/2022 16:49,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,10
3075,241,6/24/2022 16:57,Mental/Behavioral Health,Youth Mental Health Services,Organization 158,0,Jefferson County,KY,40272,Female,18
3078,626,6/1/2022 19:30,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40218,Female,23
3091,342,6/24/2022 22:26,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40218,Female,52
3094,565,6/17/2022 13:29,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40291,Female,81
3097,166,6/18/2022 14:56,Clothing & Household Goods,,Organization 158,,Jefferson County,KY,40212,Male,4
3111,833,5/27/2022 15:35,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40210,Female,65
3113,929,6/6/2022 17:50,Substance Use,Substance Use Treatment,Organization 158,0.09,Jefferson County,KY,40291,Male,64
3115,316,6/6/2022 16:23,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40223,Female,26
3120,833,5/27/2022 15:35,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40210,Female,65
3128,1031,5/20/2022 15:14,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40291,Female,46
3129,50,6/16/2022 20:07,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40228,Male,29
3133,660,6/14/2022 12:23,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40219,Female,55
3136,565,6/17/2022 13:34,Individual & Family Support,Caregiving Services,Organization 158,6.1,Jefferson County,KY,40291,Female,81
3137,1025,4/14/2022 15:46,Individual & Family Support,Social Service Case Management,Organization 158,,,KY,40299,Male,32
3138,290,6/1/2022 15:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40118,Female,47
3139,65,6/15/2022 22:15,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40220,Male,3
3141,336,6/7/2022 21:16,Housing & Shelter,Permanent Housing,Organization 158,,Shelby County,KY,40065,Female,49
3143,19,6/30/2022 17:13,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40203,Female,48
3152,829,6/10/2022 15:42,Individual & Family Support,Social Service Case Management,Organization 158,5.96,Jefferson County,KY,40220-0000,Female,77
3154,833,5/27/2022 15:35,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40210,Female,65
3155,1106,5/26/2022 14:20,Food Assistance,Emergency Food,Organization 158,0,Jefferson County,KY,40216,Male,39
3156,434,6/23/2022 20:47,Housing & Shelter,Permanent Housing,Organization 158,,Spencer County,KY,40071-9602,Female,59
3158,5,6/20/2022 20:51,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40220,Female,65
3159,446,6/8/2022 14:04,Clothing & Household Goods,,Organization 158,,,KY,40291,Female,0
3160,336,6/7/2022 21:16,Mental/Behavioral Health,Mental Health Information/Education,Organization 158,21.31,Shelby County,KY,40065,Female,49
3165,238,6/28/2022 14:39,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40211,Female,75
3167,1054,6/2/2022 19:41,Housing & Shelter,Permanent Housing,Organization 158,,Jefferson County,KY,40214,Female,70
3169,287,6/16/2022 13:37,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40210,Female,11
3170,79,6/21/2022 17:21,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40210,Female,42
3172,336,6/9/2022 13:32,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Shelby County,KY,40065,Female,49
3179,261,6/8/2022 16:21,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40241,Male,40
3185,1,6/30/2022 17:08,Food Assistance,Prepared Meals,Organization 158,,,KY,40165,Male,70
3193,51,6/28/2022 17:59,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40218,Male,55
3194,1000,3/29/2022 13:54,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40272,Female,16
3198,1072,6/2/2022 15:53,Individual & Family Support,Respite Care,Organization 158,0.08,Spencer County,KY,40071,Female,65
3199,52,6/13/2022 14:57,Food Assistance,Emergency Food,Organization 158,,Jefferson County,KY,40219,Male,38
3201,52,6/13/2022 14:57,Food Assistance,Prepared Meals,Organization 158,,Jefferson County,KY,40219,Male,38
3204,162,6/9/2022 17:33,Housing & Shelter,Housing Applications/Recertification,Organization 158,,Jefferson County,KY,40203,Male,0
3214,378,6/23/2022 14:01,Individual & Family Support,Social Service Case Management,Organization 158,,Jefferson County,KY,40203,Female,32
3215,872,6/8/2022 13:36,Benefits Navigation,Health Insurance/Benefits,Organization 158,,Jefferson County,KY,40219,Male,85
3217,631,6/15/2022 14:17,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,0.01,Jefferson County,KY,40272,Male,74
3218,261,6/8/2022 16:21,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,,Jefferson County,KY,40241,Male,40
3221,446,5/5/2022 23:59,Income Support,Emergency/One-time Financial Assistance,Organization 158,,,KY,40291,Female,0
3232,591,6/20/2022 15:04,Benefits Navigation,Health Insurance/Benefits,Organization 158,2.25,Jefferson County,KY,40223,Female,26
3234,1036,5/9/2022 19:34,Housing & Shelter,Permanent Housing,Organization 158,,Shelby County,KY,40065,Female,45
3235,53,6/10/2022 13:45,Food Assistance,Emergency Food,Organization 158,0.21,Jefferson County,KY,40211,Female,51
3236,75,5/25/2022 21:13,Food Assistance,Emergency Food,Organization 158,8.18,Jefferson County,KY,40202,Male,0
3237,869,5/19/2022 15:46,Transportation,Ride Coordination,Organization 158,,Jefferson County,KY,40118,Female,74
3241,709,6/10/2022 13:35,Individual & Family Support,Caregiving Services,Organization 158,,Jefferson County,KY,40211,Male,63
3242,827,6/10/2022 17:22,Individual & Family Support,Caregiving Services,Organization 158,6.82,Jefferson County,KY,40212,Male,61
3254,19,6/30/2022 17:13,Utilities,Utility Bill Payment Assistance,Organization 158,,Jefferson County,KY,40203,Female,48
