ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
1564,693,6/15/2022 15:24,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129-0035,Male,54
1564,693,6/15/2022 15:23,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129-0035,Male,54
1564,693,6/7/2022 13:02,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129-0035,Male,54
1565,336,6/7/2022 21:16,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1565,336,6/7/2022 21:16,,,Organization 158,Shelby County,KY,40065,Female,49
1566,630,6/15/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40219,Female,45
1585,649,6/16/2022 13:21,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40299,Female,59
1585,649,6/16/2022 13:18,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40299,Female,59
1588,1032,6/3/2022 15:02,Substance Use,Harm Reduction,Organization 158,Jefferson County,KY,40218,Male,29
1588,1032,6/3/2022 13:25,Substance Use,Harm Reduction,Organization 158,Jefferson County,KY,40218,Male,29
1591,290,6/15/2022 13:11,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40118,Female,47
1591,290,6/15/2022 13:11,,,Organization 158,Jefferson County,KY,40118,Female,47
1594,44,6/29/2022 20:06,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40202,Female,71
1598,288,5/31/2022 15:30,Legal,Housing Law,Organization 158,Jefferson County,KY,40215,Male,61
1598,288,5/31/2022 15:30,,,Organization 158,Jefferson County,KY,40215,Male,61
1604,872,6/8/2022 14:40,Benefits Navigation,Health Insurance/Benefits,Organization 158,Jefferson County,KY,40219,Male,85
1604,872,6/8/2022 14:40,,,Organization 158,Jefferson County,KY,40219,Male,85
1604,872,6/8/2022 13:36,Benefits Navigation,Health Insurance/Benefits,Organization 158,Jefferson County,KY,40219,Male,85
1606,870,6/1/2022 19:43,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66
1608,336,6/9/2022 13:25,Food Assistance,Emergency Food,Organization 158,Shelby County,KY,40065,Female,49
1612,1037,6/3/2022 13:08,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40218,Male,61
1612,1037,6/3/2022 13:08,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40218,Male,61
1613,525,6/22/2022 17:51,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40208,Male,59
1620,19,6/30/2022 17:13,,,Organization 158,Jefferson County,KY,40203,Female,48
1621,415,6/17/2022 13:53,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Male,56
1622,639,6/15/2022 13:54,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40218,Female,61
1623,44,6/29/2022 20:06,Housing & Shelter,Assisted Living,Organization 158,Jefferson County,KY,40202,Female,71
1624,296,6/6/2022 15:36,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40203,Male,51
1628,316,6/6/2022 16:23,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40223,Female,26
1628,316,6/6/2022 16:23,,,Organization 158,Jefferson County,KY,40223,Female,26
1630,75,6/3/2022 14:40,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40202,Male,0
1630,75,6/3/2022 13:16,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40202,Male,0
1632,631,6/16/2022 12:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40272,Male,74
1632,631,6/16/2022 12:41,,,Organization 158,Jefferson County,KY,40272,Male,74
1632,631,6/15/2022 13:28,,,Organization 158,Jefferson County,KY,40272,Male,74
1634,183,6/24/2022 14:28,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40213,Female,77
1636,336,6/8/2022 14:14,Clothing & Household Goods,,Organization 158,Shelby County,KY,40065,Female,49
1636,336,6/7/2022 21:16,,,Organization 158,Shelby County,KY,40065,Female,49
1641,525,6/22/2022 17:51,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40208,Male,59
1642,537,6/22/2022 15:25,Housing & Shelter,Home Expense Assistance/Repairs,Organization 158,Jefferson County,KY,40214,Male,5
1643,336,6/7/2022 21:16,Housing & Shelter,Housing Applications/Recertification,Organization 158,Shelby County,KY,40065,Female,49
1644,150,6/23/2022 14:42,,,Organization 158,Jefferson County,KY,40291,Female,67
1648,79,6/30/2022 12:28,,,Organization 158,Jefferson County,KY,40210,Female,42
1648,79,6/29/2022 18:59,Income Support,Emergency/One-time Financial Assistance,Organization 158,Jefferson County,KY,40210,Female,42
1648,79,6/29/2022 18:58,,,Organization 158,Jefferson County,KY,40210,Female,42
1649,158,6/29/2022 13:36,,,Organization 158,Jefferson County,KY,40211,Male,28
1655,295,6/16/2022 19:56,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40223,Female,44
1658,107,6/30/2022 14:02,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40214,Male,9
1660,59,6/20/2022 14:33,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40218,Male,62
1661,287,6/27/2022 15:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1661,287,6/27/2022 15:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1661,287,6/16/2022 13:41,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1661,287,6/16/2022 13:41,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1661,287,6/3/2022 16:56,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1661,287,6/3/2022 14:06,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11
1663,1,6/30/2022 17:08,Individual & Family Support,Caregiving Services,Organization 158,,KY,40165,Male,70
1664,336,6/20/2022 19:34,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1664,336,6/20/2022 19:34,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1664,336,6/9/2022 13:33,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1664,336,6/9/2022 13:33,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1664,336,6/7/2022 21:16,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49
1668,52,6/13/2022 14:57,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40219,Male,38
1671,629,6/17/2022 13:49,Individual & Family Support,Mentoring,Organization 158,Jefferson County,KY,40218,Female,78
1684,316,6/6/2022 16:23,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40223,Female,26
1687,828,6/3/2022 14:35,,,Organization 158,Jefferson County,KY,40229,Female,46
1688,565,6/17/2022 13:34,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40291,Female,81
1689,50,6/29/2022 16:43,,,Organization 158,Jefferson County,KY,40228,Male,29
1689,50,6/29/2022 16:41,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40228,Male,29
1689,50,6/16/2022 20:20,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40228,Male,29
1693,336,6/7/2022 21:16,Individual & Family Support,Social Service Case Management,Organization 158,Shelby County,KY,40065,Female,49
1696,549,3/8/2022 19:47,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40210,Male,0
1700,260,6/27/2022 18:26,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56
1700,260,6/27/2022 18:26,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56
1700,260,6/14/2022 17:41,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56
1711,622,6/16/2022 12:59,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219-2252,Female,72
1711,622,6/16/2022 12:59,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219-2252,Female,72
1711,622,6/6/2022 11:48,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219-2252,Female,72
1711,622,6/6/2022 11:45,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40219-2252,Female,72
1714,828,6/10/2022 16:21,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40229,Female,46
1716,828,6/10/2022 16:20,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40229,Female,46
1716,828,6/10/2022 16:18,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40229,Female,46
1716,828,6/3/2022 14:35,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40229,Female,46
1718,937,6/7/2022 16:31,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40204,Female,85
1718,937,6/3/2022 19:31,,,Organization 158,Jefferson County,KY,40204,Female,85
1721,833,6/6/2022 11:54,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40210,Female,65
1721,833,6/6/2022 11:54,,,Organization 158,Jefferson County,KY,40210,Female,65
1721,833,6/6/2022 11:54,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40210,Female,65
1727,64,6/30/2022 16:20,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40216,Female,57
1729,39,6/30/2022 17:55,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40223,Female,59
1733,288,6/27/2022 14:27,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40215,Male,61
1733,288,6/27/2022 14:27,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40215,Male,61
1738,160,6/27/2022 16:35,Housing & Shelter,Transitional Housing,Organization 158,Jefferson County,KY,40201,Female,51
1745,542,5/5/2022 16:39,Clothing & Household Goods,,Organization 158,Spencer County,KY,40071,Female,2
1746,860,6/9/2022 16:57,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Bullitt County,KY,40047,Female,44
1748,871,6/8/2022 14:24,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1748,871,6/8/2022 14:18,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1748,871,6/1/2022 19:06,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1749,263,6/14/2022 21:12,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40211,Male,52
1751,631,6/15/2022 13:28,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40272,Male,74
1751,631,6/15/2022 13:28,,,Organization 158,Jefferson County,KY,40272,Male,74
1753,336,6/7/2022 21:16,Housing & Shelter,Transitional Housing,Organization 158,Shelby County,KY,40065,Female,49
1753,336,6/7/2022 21:16,,,Organization 158,Shelby County,KY,40065,Female,49
1754,838,6/2/2022 14:41,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40258,Male,64
1756,1024,6/3/2022 13:43,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40272,Male,58
1756,1024,6/3/2022 13:43,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40272,Male,58
1758,637,6/10/2022 16:02,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58
1758,637,6/10/2022 16:02,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58
1758,637,6/7/2022 20:59,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58
1759,344,6/27/2022 17:24,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40203,Female,42
1761,166,6/27/2022 13:01,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40212,Male,4
1761,166,6/18/2022 14:56,,,Organization 158,Jefferson County,KY,40212,Male,4
1772,525,6/22/2022 17:51,Housing & Shelter,Transitional Housing,Organization 158,Jefferson County,KY,40208,Male,59
1774,917,6/8/2022 14:27,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1774,917,6/8/2022 14:27,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1774,917,6/8/2022 13:20,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1774,917,6/8/2022 12:20,,,Organization 158,Jefferson County,KY,40272-2587,Female,83
1775,874,6/3/2022 13:10,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40202,Female,28
1775,874,6/3/2022 13:10,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40202,Female,28
1778,158,6/29/2022 13:36,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40211,Male,28
1780,415,6/17/2022 13:53,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Male,56
1781,2,6/30/2022 18:38,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40165,Female,78
1784,592,6/20/2022 18:38,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40243,Male,68
1789,537,6/22/2022 15:25,Income Support,Emergency/One-time Financial Assistance,Organization 158,Jefferson County,KY,40214,Male,5
1794,158,6/29/2022 13:36,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40211,Male,28
1798,743,6/7/2022 17:45,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40202,Female,82
1800,4,6/23/2022 14:55,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61
1800,4,6/23/2022 14:54,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61
1800,4,6/8/2022 15:26,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61
1804,413,6/23/2022 19:44,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70
1807,255,6/28/2022 12:39,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40212,Female,50
1807,255,6/28/2022 12:39,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40212,Female,50
1807,255,6/27/2022 18:23,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50
1807,255,6/14/2022 15:26,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50
1814,241,6/28/2022 12:08,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18
1814,241,6/28/2022 12:08,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18
1814,241,6/24/2022 16:57,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18
1818,6,6/29/2022 16:20,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40210,Female,57
1820,870,6/6/2022 11:42,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66
1820,870,6/6/2022 11:42,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66
1820,870,6/1/2022 19:43,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66
1821,44,6/29/2022 20:06,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40202,Female,71
1824,871,6/9/2022 13:50,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1824,871,6/9/2022 13:50,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1824,871,6/1/2022 19:06,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63
1831,66,6/30/2022 15:56,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2
1831,66,6/30/2022 15:56,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2
1831,66,6/16/2022 13:26,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2
1831,66,6/10/2022 16:09,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2
1831,66,6/8/2022 13:23,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2
1831,66,6/8/2022 13:22,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2
1836,899,6/8/2022 14:52,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86
1836,899,6/8/2022 14:52,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86
1836,899,6/7/2022 16:24,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86
1838,160,6/29/2022 16:31,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40201,Female,51
1838,160,6/27/2022 16:35,,,Organization 158,Jefferson County,KY,40201,Female,51
1841,722,6/10/2022 16:41,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40291,Male,89
1841,722,6/10/2022 16:41,,,Organization 158,Jefferson County,KY,40291,Male,89
1849,107,6/30/2022 14:02,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40214,Male,9
1852,19,6/30/2022 17:13,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,48
1855,917,6/8/2022 14:31,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1855,917,6/8/2022 14:31,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1855,917,6/8/2022 12:20,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272-2587,Female,83
1858,626,6/1/2022 19:30,Housing & Shelter,Housing Applications/Recertification,Organization 158,Jefferson County,KY,40218,Female,23
1858,626,6/1/2022 19:30,,,Organization 158,Jefferson County,KY,40218,Female,23
1871,413,6/23/2022 19:44,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70
1872,61,6/30/2022 16:47,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74
1872,61,6/30/2022 16:47,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74
1872,61,6/20/2022 15:37,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74
1878,413,6/23/2022 19:44,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70
1880,916,6/8/2022 13:34,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63
1880,916,6/8/2022 13:34,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63
1882,381,6/24/2022 17:08,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40047,Female,71
1885,52,6/28/2022 12:36,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38
1885,52,6/28/2022 12:36,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38
1885,52,6/27/2022 17:42,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38
1885,52,6/13/2022 14:57,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38
1888,613,6/17/2022 19:17,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40211,Female,88
1889,89,6/29/2022 16:55,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Male,45
1890,333,6/27/2022 18:49,Mental/Behavioral Health,Mental Health Expense Assistance,Organization 158,Jefferson County,KY,40220,Male,52
1890,333,6/20/2022 20:11,Mental/Behavioral Health,Mental Health Expense Assistance,Organization 158,Jefferson County,KY,40220,Male,52
1918,2,6/30/2022 18:38,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40165,Female,78
1923,1015,6/3/2022 16:45,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68
1923,1015,6/3/2022 16:45,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68
1923,1015,6/3/2022 13:30,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68
1928,19,6/30/2022 17:13,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,48
1929,336,6/7/2022 21:16,Housing & Shelter,Housing Applications/Recertification,Organization 158,Shelby County,KY,40065,Female,49
1929,336,6/7/2022 21:16,,,Organization 158,Shelby County,KY,40065,Female,49
1930,183,6/24/2022 14:28,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Female,77
1933,54,6/23/2022 14:55,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40218-5250,Female,26
1938,378,6/23/2022 14:01,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40203,Female,32
1939,163,6/29/2022 16:25,,,Organization 158,Jefferson County,KY,40210,Female,66
1941,874,6/2/2022 14:05,Legal,Housing Law,Organization 158,Jefferson County,KY,40202,Female,28
1941,874,6/2/2022 14:05,Legal,Housing Law,Organization 158,Jefferson County,KY,40202,Female,28
1942,255,6/27/2022 18:25,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50
1942,255,6/27/2022 18:25,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50
1942,255,6/14/2022 15:26,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50
1943,263,6/14/2022 21:05,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40211,Male,52
1948,629,6/17/2022 13:49,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40218,Female,78
1950,1001,4/15/2022 15:56,Individual & Family Support,Child Care,Organization 158,Jefferson County,KY,40210,Female,0
1959,500,6/21/2022 19:25,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40228,Female,56
1960,626,6/1/2022 19:30,,,Organization 158,Jefferson County,KY,40218,Female,23
1962,49,6/30/2022 13:41,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40207,Male,63
1963,162,6/28/2022 12:11,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0
1963,162,6/27/2022 14:45,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0
1963,162,6/9/2022 17:33,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0
1965,286,6/28/2022 14:09,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96
1965,286,6/27/2022 14:40,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96
1965,286,6/7/2022 11:57,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96
1965,286,6/3/2022 16:47,,,Organization 158,Jefferson County,KY,40203,Female,96
1965,286,6/3/2022 13:41,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96
1973,52,6/13/2022 14:57,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219,Male,38
1979,313,6/8/2022 14:33,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,67
1979,313,6/8/2022 14:33,,,Organization 158,Jefferson County,KY,40203,Female,67
1985,916,6/2/2022 13:58,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63
1985,916,5/31/2022 20:43,,,Organization 158,Jefferson County,KY,40219,Male,63
1992,833,5/31/2022 15:27,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40210,Female,65
1994,339,6/23/2022 15:10,Food Assistance,Emergency Food,Organization 158,Marion County,KY,40033,Female,7
1996,525,6/22/2022 17:51,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40208,Male,59
2009,160,6/27/2022 16:35,Housing & Shelter,Housing Applications/Recertification,Organization 158,Jefferson County,KY,40201,Female,51
2013,55,6/16/2022 15:33,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40242,Female,77
2015,54,6/23/2022 14:55,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218-5250,Female,26
2017,492,6/16/2022 13:23,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Female,61
2017,492,6/10/2022 16:06,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Female,61
2018,541,5/5/2022 17:03,Clothing & Household Goods,,Organization 158,Spencer County,KY,40071,Male,1
2026,75,6/27/2022 12:54,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40202,Male,0
2026,75,6/15/2022 15:14,,,Organization 158,Jefferson County,KY,40202,Male,0
2026,75,6/15/2022 15:13,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40202,Male,0
2026,75,6/6/2022 11:27,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40202,Male,0
2026,75,6/3/2022 17:02,,,Organization 158,Jefferson County,KY,40202,Male,0
2026,75,6/3/2022 14:14,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40202,Male,0
2031,56,6/30/2022 16:55,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2031,56,6/30/2022 16:53,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/30/2022 16:55,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/30/2022 16:53,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/16/2022 13:32,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/16/2022 13:32,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/3/2022 14:54,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2036,56,6/3/2022 13:20,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40214,Male,0
2040,332,6/21/2022 14:32,,,Organization 158,Grayson County,KY,42721,Female,53
2042,622,5/25/2022 17:25,,,Organization 158,Jefferson County,KY,40219-2252,Female,72
2045,899,6/7/2022 16:24,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86
2052,337,6/20/2022 19:31,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40214,Male,50
2052,337,6/20/2022 19:31,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40214,Male,50
2065,107,6/30/2022 14:02,Individual & Family Support,Support Groups,Organization 158,Jefferson County,KY,40214,Male,9
2068,288,6/27/2022 17:38,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40215,Male,61
2068,288,6/27/2022 17:38,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40215,Male,61
2068,288,6/10/2022 14:40,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40215,Male,61
2078,707,6/15/2022 14:44,Social Enrichment,Youth Development,Organization 158,Jefferson County,KY,40219,Male,1
2078,707,6/15/2022 14:44,Social Enrichment,Youth Development,Organization 158,Jefferson County,KY,40219,Male,1
