ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
1557,261,2022-06-28 16:30:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40241,Male,40.0
1557,261,2022-06-27 18:23:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40241,Male,40.0
1557,261,2022-06-08 16:21:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40241,Male,40.0
1560,61,2022-06-20 15:37:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40223,Female,74.0
1564,693,2022-06-15 15:24:00,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129,Male,54.0
1564,693,2022-06-15 15:23:00,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129,Male,54.0
1564,693,2022-06-07 13:02:00,Benefits Navigation,Health Insurance/Benefits,Organization 158,Bullitt County,KY,40129,Male,54.0
1565,336,2022-06-07 21:16:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1565,336,2022-06-07 21:16:00,,,Organization 158,Shelby County,KY,40065,Female,49.0
1566,630,2022-06-15 15:13:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40219,Female,45.0
1585,649,2022-06-16 13:21:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40299,Female,59.0
1585,649,2022-06-16 13:18:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40299,Female,59.0
1588,1032,2022-06-03 15:02:00,Substance Use,Harm Reduction,Organization 158,Jefferson County,KY,40218,Male,29.0
1588,1032,2022-06-03 13:25:00,Substance Use,Harm Reduction,Organization 158,Jefferson County,KY,40218,Male,29.0
1591,290,2022-06-15 13:11:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40118,Female,47.0
1591,290,2022-06-15 13:11:00,,,Organization 158,Jefferson County,KY,40118,Female,47.0
1594,44,2022-06-29 20:06:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40202,Female,71.0
1598,288,2022-05-31 15:30:00,Legal,Housing Law,Organization 158,Jefferson County,KY,40215,Male,61.0
1598,288,2022-05-31 15:30:00,,,Organization 158,Jefferson County,KY,40215,Male,61.0
1604,872,2022-06-08 14:40:00,Benefits Navigation,Health Insurance/Benefits,Organization 158,Jefferson County,KY,40219,Male,85.0
1604,872,2022-06-08 14:40:00,,,Organization 158,Jefferson County,KY,40219,Male,85.0
1604,872,2022-06-08 13:36:00,Benefits Navigation,Health Insurance/Benefits,Organization 158,Jefferson County,KY,40219,Male,85.0
1606,870,2022-06-01 19:43:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66.0
1608,336,2022-06-09 13:25:00,Food Assistance,Emergency Food,Organization 158,Shelby County,KY,40065,Female,49.0
1612,1037,2022-06-03 13:08:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40218,Male,61.0
1612,1037,2022-06-03 13:08:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40218,Male,61.0
1613,525,2022-06-22 17:51:00,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40208,Male,59.0
1620,19,2022-06-30 17:13:00,,,Organization 158,Jefferson County,KY,40203,Female,48.0
1621,415,2022-06-17 13:53:00,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Male,56.0
1622,639,2022-06-15 13:54:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40218,Female,61.0
1623,44,2022-06-29 20:06:00,Housing & Shelter,Assisted Living,Organization 158,Jefferson County,KY,40202,Female,71.0
1624,296,2022-06-06 15:36:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40203,Male,51.0
1628,316,2022-06-06 16:23:00,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40223,Female,26.0
1628,316,2022-06-06 16:23:00,,,Organization 158,Jefferson County,KY,40223,Female,26.0
1630,75,2022-06-03 14:40:00,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40202,Male,0.0
1630,75,2022-06-03 13:16:00,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40202,Male,0.0
1632,631,2022-06-16 12:41:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40272,Male,74.0
1632,631,2022-06-16 12:41:00,,,Organization 158,Jefferson County,KY,40272,Male,74.0
1632,631,2022-06-15 13:28:00,,,Organization 158,Jefferson County,KY,40272,Male,74.0
1634,183,2022-06-24 14:28:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40213,Female,77.0
1636,336,2022-06-08 14:14:00,Clothing & Household Goods,,Organization 158,Shelby County,KY,40065,Female,49.0
1636,336,2022-06-07 21:16:00,,,Organization 158,Shelby County,KY,40065,Female,49.0
1641,525,2022-06-22 17:51:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40208,Male,59.0
1642,537,2022-06-22 15:25:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 158,Jefferson County,KY,40214,Male,5.0
1643,336,2022-06-07 21:16:00,Housing & Shelter,Housing Applications/Recertification,Organization 158,Shelby County,KY,40065,Female,49.0
1644,150,2022-06-23 14:42:00,,,Organization 158,Jefferson County,KY,40291,Female,67.0
1648,79,2022-06-30 12:28:00,,,Organization 158,Jefferson County,KY,40210,Female,42.0
1648,79,2022-06-29 18:59:00,Income Support,Emergency/One-time Financial Assistance,Organization 158,Jefferson County,KY,40210,Female,42.0
1648,79,2022-06-29 18:58:00,,,Organization 158,Jefferson County,KY,40210,Female,42.0
1649,158,2022-06-29 13:36:00,,,Organization 158,Jefferson County,KY,40211,Male,28.0
1655,295,2022-06-16 19:56:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40223,Female,44.0
1658,107,2022-06-30 14:02:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40214,Male,9.0
1660,59,2022-06-20 14:33:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40218,Male,62.0
1661,287,2022-06-27 15:00:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1661,287,2022-06-27 15:00:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1661,287,2022-06-16 13:41:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1661,287,2022-06-16 13:41:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1661,287,2022-06-03 16:56:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1661,287,2022-06-03 14:06:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40210,Female,11.0
1663,1,2022-06-30 17:08:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40165,Male,70.0
1664,336,2022-06-20 19:34:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1664,336,2022-06-20 19:34:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1664,336,2022-06-09 13:33:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1664,336,2022-06-09 13:33:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1664,336,2022-06-07 21:16:00,Housing & Shelter,Emergency Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1668,52,2022-06-13 14:57:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40219,Male,38.0
1671,629,2022-06-17 13:49:00,Individual & Family Support,Mentoring,Organization 158,Jefferson County,KY,40218,Female,78.0
1684,316,2022-06-06 16:23:00,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40223,Female,26.0
1687,828,2022-06-03 14:35:00,,,Organization 158,Jefferson County,KY,40229,Female,46.0
1688,565,2022-06-17 13:34:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40291,Female,81.0
1689,50,2022-06-29 16:43:00,,,Organization 158,Jefferson County,KY,40228,Male,29.0
1689,50,2022-06-29 16:41:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40228,Male,29.0
1689,50,2022-06-16 20:20:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40228,Male,29.0
1693,336,2022-06-07 21:16:00,Individual & Family Support,Social Service Case Management,Organization 158,Shelby County,KY,40065,Female,49.0
1696,549,2022-03-08 19:47:00,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40210,Male,0.0
1700,260,2022-06-27 18:26:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56.0
1700,260,2022-06-27 18:26:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56.0
1700,260,2022-06-14 17:41:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Male,56.0
1711,622,2022-06-16 12:59:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219,Female,72.0
1711,622,2022-06-16 12:59:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219,Female,72.0
1711,622,2022-06-06 11:48:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219,Female,72.0
1711,622,2022-06-06 11:45:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40219,Female,72.0
1714,828,2022-06-10 16:21:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40229,Female,46.0
1716,828,2022-06-10 16:20:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40229,Female,46.0
1716,828,2022-06-10 16:18:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40229,Female,46.0
1716,828,2022-06-03 14:35:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40229,Female,46.0
1718,937,2022-06-07 16:31:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40204,Female,85.0
1718,937,2022-06-03 19:31:00,,,Organization 158,Jefferson County,KY,40204,Female,85.0
1721,833,2022-06-06 11:54:00,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40210,Female,65.0
1721,833,2022-06-06 11:54:00,,,Organization 158,Jefferson County,KY,40210,Female,65.0
1721,833,2022-06-06 11:54:00,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40210,Female,65.0
1727,64,2022-06-30 16:20:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40216,Female,57.0
1729,39,2022-06-30 17:55:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40223,Female,59.0
1733,288,2022-06-27 14:27:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40215,Male,61.0
1733,288,2022-06-27 14:27:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40215,Male,61.0
1738,160,2022-06-27 16:35:00,Housing & Shelter,Transitional Housing,Organization 158,Jefferson County,KY,40201,Female,51.0
1745,542,2022-05-05 16:39:00,Clothing & Household Goods,,Organization 158,Spencer County,KY,40071,Female,2.0
1746,860,2022-06-09 16:57:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Bullitt County,KY,40047,Female,44.0
1748,871,2022-06-08 14:24:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1748,871,2022-06-08 14:18:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1748,871,2022-06-01 19:06:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1749,263,2022-06-14 21:12:00,Utilities,Utility Bill Payment Assistance,Organization 158,Jefferson County,KY,40211,Male,52.0
1751,631,2022-06-15 13:28:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40272,Male,74.0
1751,631,2022-06-15 13:28:00,,,Organization 158,Jefferson County,KY,40272,Male,74.0
1753,336,2022-06-07 21:16:00,Housing & Shelter,Transitional Housing,Organization 158,Shelby County,KY,40065,Female,49.0
1753,336,2022-06-07 21:16:00,,,Organization 158,Shelby County,KY,40065,Female,49.0
1754,838,2022-06-02 14:41:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40258,Male,64.0
1756,1024,2022-06-03 13:43:00,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40272,Male,58.0
1756,1024,2022-06-03 13:43:00,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40272,Male,58.0
1758,637,2022-06-10 16:02:00,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58.0
1758,637,2022-06-10 16:02:00,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58.0
1758,637,2022-06-07 20:59:00,Food Assistance,Emergency Food,Organization 158,Hardin County,KY,40175,Male,58.0
1759,344,2022-06-27 17:24:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40203,Female,42.0
1761,166,2022-06-27 13:01:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40212,Male,4.0
1761,166,2022-06-18 14:56:00,,,Organization 158,Jefferson County,KY,40212,Male,4.0
1772,525,2022-06-22 17:51:00,Housing & Shelter,Transitional Housing,Organization 158,Jefferson County,KY,40208,Male,59.0
1774,917,2022-06-08 14:27:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1774,917,2022-06-08 14:27:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1774,917,2022-06-08 13:20:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1774,917,2022-06-08 12:20:00,,,Organization 158,Jefferson County,KY,40272,Female,83.0
1775,874,2022-06-03 13:10:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40202,Female,28.0
1775,874,2022-06-03 13:10:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40202,Female,28.0
1778,158,2022-06-29 13:36:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40211,Male,28.0
1780,415,2022-06-17 13:53:00,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Male,56.0
1781,2,2022-06-30 18:38:00,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40165,Female,78.0
1784,592,2022-06-20 18:38:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40243,Male,68.0
1789,537,2022-06-22 15:25:00,Income Support,Emergency/One-time Financial Assistance,Organization 158,Jefferson County,KY,40214,Male,5.0
1794,158,2022-06-29 13:36:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40211,Male,28.0
1798,743,2022-06-07 17:45:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40202,Female,82.0
1800,4,2022-06-23 14:55:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61.0
1800,4,2022-06-23 14:54:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61.0
1800,4,2022-06-08 15:26:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40213,Male,61.0
1804,413,2022-06-23 19:44:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70.0
1807,255,2022-06-28 12:39:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40212,Female,50.0
1807,255,2022-06-28 12:39:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40212,Female,50.0
1807,255,2022-06-27 18:23:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50.0
1807,255,2022-06-14 15:26:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50.0
1814,241,2022-06-28 12:08:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18.0
1814,241,2022-06-28 12:08:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18.0
1814,241,2022-06-24 16:57:00,Individual & Family Support,Caregiving Services,Organization 158,Jefferson County,KY,40272,Female,18.0
1818,6,2022-06-29 16:20:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40210,Female,57.0
1820,870,2022-06-06 11:42:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66.0
1820,870,2022-06-06 11:42:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66.0
1820,870,2022-06-01 19:43:00,Transportation,Ride Coordination,Organization 158,Jefferson County,KY,40220,Female,66.0
1821,44,2022-06-29 20:06:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40202,Female,71.0
1824,871,2022-06-09 13:50:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1824,871,2022-06-09 13:50:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1824,871,2022-06-01 19:06:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,63.0
1831,66,2022-06-30 15:56:00,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2.0
1831,66,2022-06-30 15:56:00,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2.0
1831,66,2022-06-16 13:26:00,Benefits Navigation,Immigration Services,Organization 158,Jefferson County,KY,40213,Male,2.0
1831,66,2022-06-10 16:09:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2.0
1831,66,2022-06-08 13:23:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2.0
1831,66,2022-06-08 13:22:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40213,Male,2.0
1836,899,2022-06-08 14:52:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86.0
1836,899,2022-06-08 14:52:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86.0
1836,899,2022-06-07 16:24:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40299,Female,86.0
1838,160,2022-06-29 16:31:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40201,Female,51.0
1838,160,2022-06-27 16:35:00,,,Organization 158,Jefferson County,KY,40201,Female,51.0
1841,722,2022-06-10 16:41:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40291,Male,89.0
1841,722,2022-06-10 16:41:00,,,Organization 158,Jefferson County,KY,40291,Male,89.0
1849,107,2022-06-30 14:02:00,Employment,Job Search/Placement,Organization 158,Jefferson County,KY,40214,Male,9.0
1852,19,2022-06-30 17:13:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,48.0
1855,917,2022-06-08 14:31:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1855,917,2022-06-08 14:31:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1855,917,2022-06-08 12:20:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,83.0
1858,626,2022-06-01 19:30:00,Housing & Shelter,Housing Applications/Recertification,Organization 158,Jefferson County,KY,40218,Female,23.0
1858,626,2022-06-01 19:30:00,,,Organization 158,Jefferson County,KY,40218,Female,23.0
1871,413,2022-06-23 19:44:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70.0
1872,61,2022-06-30 16:47:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74.0
1872,61,2022-06-30 16:47:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74.0
1872,61,2022-06-20 15:37:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40223,Female,74.0
1878,413,2022-06-23 19:44:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40272,Female,70.0
1880,916,2022-06-08 13:34:00,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63.0
1880,916,2022-06-08 13:34:00,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63.0
1882,381,2022-06-24 17:08:00,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40047,Female,71.0
1885,52,2022-06-28 12:36:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38.0
1885,52,2022-06-28 12:36:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38.0
1885,52,2022-06-27 17:42:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38.0
1885,52,2022-06-13 14:57:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40219,Male,38.0
1888,613,2022-06-17 19:17:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40211,Female,88.0
1889,89,2022-06-29 16:55:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Male,45.0
1890,333,2022-06-27 18:49:00,Mental/Behavioral Health,Mental Health Expense Assistance,Organization 158,Jefferson County,KY,40220,Male,52.0
1890,333,2022-06-20 20:11:00,Mental/Behavioral Health,Mental Health Expense Assistance,Organization 158,Jefferson County,KY,40220,Male,52.0
1918,2,2022-06-30 18:38:00,Transportation,Ride Coordination,Organization 158,Bullitt County,KY,40165,Female,78.0
1923,1015,2022-06-03 16:45:00,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68.0
1923,1015,2022-06-03 16:45:00,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68.0
1923,1015,2022-06-03 13:30:00,Transportation,Transportation Expense Assistance,Organization 158,Jefferson County,KY,40291,Female,68.0
1928,19,2022-06-30 17:13:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,48.0
1929,336,2022-06-07 21:16:00,Housing & Shelter,Housing Applications/Recertification,Organization 158,Shelby County,KY,40065,Female,49.0
1929,336,2022-06-07 21:16:00,,,Organization 158,Shelby County,KY,40065,Female,49.0
1930,183,2022-06-24 14:28:00,Transportation,Transportation Passes/Vouchers,Organization 158,Jefferson County,KY,40213,Female,77.0
1933,54,2022-06-23 14:55:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40218,Female,26.0
1938,378,2022-06-23 14:01:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40203,Female,32.0
1939,163,2022-06-29 16:25:00,,,Organization 158,Jefferson County,KY,40210,Female,66.0
1941,874,2022-06-02 14:05:00,Legal,Housing Law,Organization 158,Jefferson County,KY,40202,Female,28.0
1941,874,2022-06-02 14:05:00,Legal,Housing Law,Organization 158,Jefferson County,KY,40202,Female,28.0
1942,255,2022-06-27 18:25:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50.0
1942,255,2022-06-27 18:25:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50.0
1942,255,2022-06-14 15:26:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40212,Female,50.0
1943,263,2022-06-14 21:05:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40211,Male,52.0
1948,629,2022-06-17 13:49:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40218,Female,78.0
1950,1001,2022-04-15 15:56:00,Individual & Family Support,Child Care,Organization 158,Jefferson County,KY,40210,Female,0.0
1959,500,2022-06-21 19:25:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40228,Female,56.0
1960,626,2022-06-01 19:30:00,,,Organization 158,Jefferson County,KY,40218,Female,23.0
1962,49,2022-06-30 13:41:00,Food Assistance,Emergency Food,Organization 158,Jefferson County,KY,40207,Male,63.0
1963,162,2022-06-28 12:11:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0.0
1963,162,2022-06-27 14:45:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0.0
1963,162,2022-06-09 17:33:00,Benefits Navigation,Benefits Eligibility Screening,Organization 158,Jefferson County,KY,40203,Male,0.0
1965,286,2022-06-28 14:09:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96.0
1965,286,2022-06-27 14:40:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96.0
1965,286,2022-06-07 11:57:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96.0
1965,286,2022-06-03 16:47:00,,,Organization 158,Jefferson County,KY,40203,Female,96.0
1965,286,2022-06-03 13:41:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40203,Female,96.0
1973,52,2022-06-13 14:57:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40219,Male,38.0
1979,313,2022-06-08 14:33:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40203,Female,67.0
1979,313,2022-06-08 14:33:00,,,Organization 158,Jefferson County,KY,40203,Female,67.0
1985,916,2022-06-02 13:58:00,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40219,Male,63.0
1985,916,2022-05-31 20:43:00,,,Organization 158,Jefferson County,KY,40219,Male,63.0
1992,833,2022-05-31 15:27:00,Individual & Family Support,Social Service Case Management,Organization 158,Jefferson County,KY,40210,Female,65.0
1994,339,2022-06-23 15:10:00,Food Assistance,Emergency Food,Organization 158,Marion County,KY,40033,Female,7.0
1996,525,2022-06-22 17:51:00,Housing & Shelter,Permanent Housing,Organization 158,Jefferson County,KY,40208,Male,59.0
2009,160,2022-06-27 16:35:00,Housing & Shelter,Housing Applications/Recertification,Organization 158,Jefferson County,KY,40201,Female,51.0
2013,55,2022-06-16 15:33:00,Food Assistance,Prepared Meals,Organization 158,Jefferson County,KY,40242,Female,77.0
2015,54,2022-06-23 14:55:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 158,Jefferson County,KY,40218,Female,26.0
2017,492,2022-06-16 13:23:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Female,61.0
2017,492,2022-06-10 16:06:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 158,Jefferson County,KY,40291,Female,61.0
2018,541,2022-05-05 17:03:00,Clothing & Household Goods,,Organization 158,Spencer County,KY,40071,Male,1.0
2026,75,2022-06-27 12:54:00,Housing & Shelter,Emergency Housing,Organization 158,Jefferson County,KY,40202,Male,0.0
2026,75,2022-06-15 15:14:00,,,Organization 158,Jefferson County,KY,40202,Male,0.0
2026,75,2022-06-15 15:13:00,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40202,Male,0.0
2026,75,2022-06-06 11:27:00,Clothing & Household Goods,,Organization 158,Jefferson County,KY,40202,Male,0.0
2026,75,2022-06-03 17:02:00,,,Organization 158,Jefferson County,KY,40202,Male,0.0
